# N number density (anatase-NP-2nm-POPE) 
# Distance, nm; Number density, nm^-3
0.264261 5.677066
0.269261 45.761618
0.274261 157.008260
0.279262 285.752768
0.284262 329.215149
0.289262 283.887405
0.294263 205.374840
0.299263 128.505389
0.304263 88.922982
0.309263 53.914034
0.314264 44.871110
0.319264 33.797194
0.324264 28.535862
0.329264 20.557522
0.334265 17.152069
0.339265 13.370817
0.344265 16.293192
0.349265 13.945707
0.354266 12.897601
0.359266 10.383229
0.364266 16.375265
0.369266 11.736791
0.374267 13.635142
0.379267 13.159572
0.384267 11.378532
0.389268 12.483127
0.394268 10.591329
0.399268 12.573070
0.404268 11.462547
0.409269 12.055588
0.414269 11.003762
0.419269 8.702767
0.424269 10.032877
0.429270 9.179785
0.434270 9.398167
0.439270 9.267120
0.444270 9.880618
0.449271 8.290935
0.454271 8.264739
0.459271 7.544791
0.464271 9.565584
0.469272 8.918316
0.474272 6.420636
0.479272 8.051599
0.484273 5.947873
0.489273 5.283703
0.494273 4.711676
0.499273 3.251256
0.504274 3.505072
0.509274 4.185519
0.514274 3.613701
0.519274 3.363549
0.524275 3.122320
0.529275 3.467569
0.534275 3.855976
0.539275 3.171971
0.544276 3.168018
0.549276 3.539024
0.554276 2.474519
0.559277 2.843681
0.564277 2.843822
0.569277 2.594080
0.574277 2.009545
0.579278 2.311831
0.584278 2.177406
0.589278 2.093754
0.594278 1.372239
0.599279 1.079388
0.604279 1.857527
0.609279 1.261432
0.614279 2.182104
0.619280 1.978341
0.624280 1.739435
0.629280 1.752425
0.634280 1.564241
0.639281 1.658103
0.644281 1.476803
0.649281 1.913107
0.654281 1.657694
0.659282 1.855050
0.664282 1.973169
0.669282 2.015549
0.674283 2.375550
0.679283 2.480164
0.684283 3.028901
0.689283 2.408176
0.694284 3.008474
0.699284 3.459495
0.704284 3.085401
0.709284 2.977695
0.714285 3.377800
0.719285 2.863744
0.724285 3.192409
0.729285 3.178741
0.734286 2.567950
0.739286 2.385812
0.744286 2.411752
0.749287 2.551453
0.754287 2.772082
0.759287 2.428400
0.764287 2.644427
0.769288 2.011819
0.774288 1.717399
0.779288 1.509861
0.784288 1.045994
0.789289 1.006878
0.794289 1.045140
0.799289 0.906162
0.804289 0.919714
0.809290 0.662821
0.814290 1.018350
0.819290 0.790333
0.824291 0.757055
0.829291 0.818010
0.834291 0.600357
0.839291 0.615995
0.844292 0.608675
0.849292 0.534653
0.854292 0.770545
0.859292 0.674515
0.864293 0.752710
0.869293 0.637734
0.874293 0.441292
0.879293 0.747869
0.884294 0.451847
0.889294 0.771659
0.894294 0.562213
0.899294 0.575797
0.904295 0.530140
0.909295 0.310692
0.914295 0.845029
0.919295 0.588865
0.924296 0.789160
0.929296 0.706295
0.934296 0.680326
0.939297 0.691253
0.944297 0.647915
0.949297 0.498610
0.954297 0.370027
0.959298 0.540520
0.964298 0.534899
0.969298 0.580593
0.974298 0.540816
0.979299 0.535278
0.984299 0.513268
0.989299 0.639178
0.994299 0.502941
0.999300 0.562138
1.004300 0.508823
1.009300 0.472282
1.014300 0.483200
1.019301 0.617351
1.024301 0.458481
1.029301 0.544817
1.034302 0.479587
1.039302 0.445275
1.044302 0.558600
1.049302 0.436786
1.054303 0.418211
1.059303 0.457106
1.064303 0.523550
1.069303 0.448555
1.074304 0.624893
1.079304 0.453998
1.084304 0.449800
1.089304 0.567204
1.094305 0.521864
1.099305 0.437550
1.104305 0.578104
1.109306 0.390600
1.114306 0.438697
1.119306 0.383619
1.124306 0.266139
1.129307 0.314019
1.134307 0.423292
1.139307 0.505949
1.144307 0.428124
1.149308 0.400139
1.154308 0.432725
1.159308 0.405151
1.164308 0.484358
1.169309 0.327945
1.174309 0.441270
1.179309 0.402978
1.184309 0.502313
1.189310 0.486760
1.194310 0.314300
1.199310 0.378460
1.204311 0.474657
1.209311 0.361252
1.214311 0.347414
1.219311 0.419930
1.224312 0.373775
1.229312 0.285990
1.234312 0.378224
1.239312 0.250110
1.244313 0.372143
1.249313 0.358903
1.254313 0.417070
1.259313 0.343111
1.264314 0.340391
1.269314 0.307906
1.274314 0.344902
1.279315 0.391085
1.284315 0.291025
1.289315 0.394643
1.294315 0.343833
1.299316 0.255886
1.304316 0.347964
1.309316 0.261308
1.314316 0.333406
1.319317 0.303301
1.324317 0.291885
1.329317 0.398316
1.334317 0.413294
1.339318 0.312110
1.344318 0.354038
1.349318 0.404120
1.354318 0.270327
1.359319 0.251022
1.364319 0.352286
1.369319 0.281473
1.374320 0.304822
